lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
yastık	NOUN	467	220	247	141	35	4	71	216	Home & Domestic Life	home	248	39	0.0804150454	56.76149767	4.754982818	6	2
yastıkçık	NOUN	3	0	3	0	0	0	3	0	Other	other	1	2	0.0003242542153	0.3646348887	2.686796957	9	3
yat	NOUN	77	27	50	28	13	2	9	25	Transportation, Travel & Safety	vehicles	63	19	0.02042801556	9.358962142	3.976831568	3	1
yatabilmek	VERB	1	1	0	0	0	0	0	1	Home & Domestic Life	night routine	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
yatak	NOUN	2039	721	1318	937	221	257	160	464	Home & Domestic Life	home	693	79	0.2247081712	247.8301793	5.394367133	5	2
yatakhane	NOUN	24	7	17	15	0	0	2	7	Places & Settlements	places	14	13	0.004539559014	2.917079109	3.482676974	9	4
yataklı	ADJ	11	1	10	4	1	0	5	1	Other	other	7	2	0.002269779507	1.336994592	3.163918211	7	3
yatalak	ADJ	2	0	2	2	0	0	0	0	Health & Medicine	diseases	1	1	0.0003242542153	0.2430899258	2.56185822	7	3
yatay	ADJ	382	27	355	48	92	2	215	25	Space, Shapes & Properties	directions	150	6	0.0486381323	46.43017582	4.667935739	5	2
yatağan	NOUN	15	0	15	12	1	0	2	0	Other	other	9	10	0.002918287938	1.823174443	3.288856948	7	3
yatkın	ADJ	16	1	15	11	2	0	2	1	Emotions & Mental Processes	tendency	13	3	0.004215304799	1.944719406	3.315185887	6	2
yatkınlık	NOUN	5	0	5	3	1	0	1	0	Emotions & Mental Processes	tendency	5	3	0.001621271077	0.6077248144	2.862888216	9	3
yatma	NOUN	1	0	1	0	1	0	0	0	Home & Domestic Life	night routine	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yatmak	VERB	2532	1167	1365	874	231	88	260	1079	Home & Domestic Life	night routine	871	216	0.2824254215	307.751846	5.488372155	6	2
yatsı	ADJ	1	1	0	0	0	1	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yatsı	NOUN	56	0	56	54	2	0	0	0	History, Politics & Religion	religion	21	7	0.006809338521	6.806517922	3.840611821	5	2
yatı	NOUN	4	0	4	1	3	0	0	0	Transportation, Travel & Safety	travel	3	2	0.0009727626459	0.4861798515	2.78370697	4	2
yatık	ADJ	22	1	21	0	2	0	19	1	Personality, Values & Behavior	appearance	18	1	0.005836575875	2.673989183	3.446464801	5	2
yatılmak	VERB	3	1	2	2	0	0	0	1	Other	other	3	3	0.0009727626459	0.3646348887	2.686796957	8	3
yatılı	ADJ	43	24	19	14	2	0	3	24	Education & Language	school	25	2	0.008106355383	5.226433404	3.728189642	6	3
yatım	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yatır	NOUN	5	2	3	1	0	0	2	2	History, Politics & Religion	religious places	5	3	0.001621271077	0.6077248144	2.862888216	5	2
yatırmak	VERB	251	99	152	114	9	1	29	98	Other	other	169	64	0.05479896239	30.50778568	4.486137506	8	3
yatırım	NOUN	71	25	46	19	22	0	5	25	Work & Economy	financial concepts	54	10	0.01750972763	8.629692365	3.942069462	7	3
yatış	NOUN	7	1	6	5	0	0	1	1	Home & Domestic Life	night routine	6	4	0.001945525292	0.8508147402	2.987826952	5	2
yatıştırmak	VERB	71	16	55	50	4	0	1	16	Personality, Values & Behavior	tolerance	57	33	0.01848249027	8.629692365	3.942069462	11	4
yavan	ADJ	6	5	1	1	0	0	0	5	Personality, Values & Behavior	appearance	5	1	0.001621271077	0.7292697773	2.929835005	5	2
yavanlaşmak	VERB	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
yavaş	ADJ	1770	654	1116	604	175	13	337	641	Other	other	757	17	0.245460441	215.1345843	5.332955527	5	2
yavaş	ADV	935	218	717	428	55	0	234	218	Other	other	507	5	0.1643968872	113.6445403	5.056012814	5	2
yavaş	INTJ	2	2	0	0	0	0	0	2	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
yavaşlamak	VERB	468	129	339	104	101	0	134	129	Other	other	261	76	0.08463035019	56.88304263	4.755909808	10	4
yavaşlatabilmek	VERB	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	15	6
yavaşlatmak	VERB	57	21	36	14	4	0	18	21	Other	other	52	38	0.0168612192	6.928062884	3.848164959	11	4
yavaşlık	NOUN	2	0	2	1	1	0	0	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	8	3
yavaşça	ADV	580	95	485	340	17	0	128	95	Other	other	309	2	0.1001945525	70.49607847	4.848913098	7	3
yavaşçacık	ADJ	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
yaver	ADJ	2	0	2	2	0	0	0	0	Work & Economy	occupations	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
yaver	NOUN	39	16	23	19	4	0	0	16	Work & Economy	occupations	35	8	0.01134889754	4.740253553	3.686796957	5	2
yavru	ADJ	23	0	23	21	2	0	0	0	Nature & Living Things	animals	15	3	0.00486381323	2.795534146	3.464948207	5	2
yavru	NOUN	3341	945	2396	1024	189	10	1183	935	Nature & Living Things	animals	746	84	0.2418936446	406.081721	5.608743411	5	2
yavruağzı	NOUN	1	0	1	0	1	0	0	0	Space, Shapes & Properties	colors	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yavrucak	NOUN	122	63	59	57	2	0	0	63	Personality, Values & Behavior	love	77	10	0.02496757458	14.82848547	4.174642077	8	3
yavrucuk	NOUN	19	13	6	2	4	0	0	13	Personality, Values & Behavior	love	17	5	0.00551232166	2.309354295	3.385766961	8	3
yavrukurt	NOUN	5	0	5	5	0	0	0	0	Arts, Media & Entertainment	hobbies	2	2	0.0006485084306	0.6077248144	2.862888216	9	3
yavrulamak	VERB	40	2	38	12	1	0	25	2	Nature & Living Things	animals	26	16	0.008430609598	4.861798515	3.697520822	10	4
yavrum	NOUN	11	10	1	0	1	0	0	10	Personality, Values & Behavior	love	10	1	0.003242542153	1.336994592	3.163918211	6	2
yavuklu	NOUN	1	0	1	1	0	0	0	0	Personality, Values & Behavior	love	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
yavuz	ADJ	39	3	36	36	0	0	0	3	Personality, Values & Behavior	temperament	15	2	0.00486381323	4.740253553	3.686796957	5	2
yavşan	ADJ	1	0	1	0	0	0	1	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
yay	NOUN	673	146	527	211	65	0	251	146	Sports, Games & Recreation	sports	277	58	0.08981841764	81.79976002	4.913396862	3	1
yaya	ADJ	2	0	2	0	2	0	0	0	Transportation, Travel & Safety	traffic	2	1	0.0006485084306	0.2430899258	2.56185822	4	2
yaya	ADV	1	0	1	0	0	0	1	0	Transportation, Travel & Safety	traffic	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
yaya	NOUN	544	64	480	29	367	4	84	60	Transportation, Travel & Safety	traffic	121	12	0.03923476005	66.12045981	4.821133468	4	2
yayabilmek	VERB	3	0	3	2	0	0	1	0	Emotions & Mental Processes	action	3	3	0.0009727626459	0.3646348887	2.686796957	10	4
yayan	ADV	1	0	1	1	0	0	0	0	Transportation, Travel & Safety	traffic	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yaygara	NOUN	100	88	12	11	0	0	1	88	Other	other	37	13	0.01199740597	12.15449629	4.089058339	7	3
yaygı	NOUN	6	0	6	4	1	0	1	0	Home & Domestic Life	household items	3	5	0.0009727626459	0.7292697773	2.929835005	5	2
yaygın	ADJ	427	4	423	41	36	0	346	4	Other	other	207	5	0.06712062257	51.89969915	4.716180734	6	2
yaygınlaşmak	VERB	172	3	169	9	23	0	137	3	Other	other	102	31	0.03307392996	20.90573362	4.322783068	12	4
yaygınlaştırmak	VERB	25	0	25	1	8	0	16	0	Other	other	22	12	0.007133592737	3.038624072	3.499710313	15	5
yaygınlık	NOUN	2	0	2	0	0	0	2	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	9	3
yayla	NOUN	348	38	310	113	21	0	176	38	Earth, Geography & Natural Phenomena	geographical features	114	49	0.03696498054	42.29764708	4.627562392	5	2
yaylacı	NOUN	3	0	3	0	0	0	3	0	Places & Settlements	village	1	1	0.0003242542153	0.3646348887	2.686796957	7	3
yayladağı	NOUN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yaylak	NOUN	14	7	7	7	0	0	0	7	Earth, Geography & Natural Phenomena	geographical features	7	12	0.002269779507	1.70162948	3.260828224	6	2
yaylamak	VERB	13	2	11	1	3	0	7	2	Other	other	11	8	0.003566796368	1.580084518	3.230865001	8	3
yaylanmak	VERB	2	1	1	1	0	0	0	1	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	9	3
yaylı	ADJ	70	8	62	4	26	0	32	8	Arts, Media & Entertainment	music	37	4	0.01199740597	8.508147402	3.935995314	5	2
yaylı	NOUN	3	0	3	0	0	0	3	0	Arts, Media & Entertainment	music	1	3	0.0003242542153	0.3646348887	2.686796957	5	2
yaylım	NOUN	12	0	12	12	0	0	0	0	Other	other	5	1	0.001621271077	1.458539555	3.198680318	6	2
yaymak	VERB	1306	208	1098	295	145	13	658	195	Other	other	516	121	0.1673151751	158.7377215	5.201012553	6	2
yayvan	ADJ	22	0	22	12	5	0	5	0	Personality, Values & Behavior	appearance	17	1	0.00551232166	2.673989183	3.446464801	6	2
yayık	NOUN	14	2	12	8	4	0	0	2	Home & Domestic Life	kitchen utensils	10	2	0.003242542153	1.70162948	3.260828224	5	2
yayılmak	VERB	564	73	491	238	51	2	202	71	Other	other	315	74	0.1021400778	68.55135907	4.836785413	8	3
yayılı	ADJ	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
yayılım	NOUN	140	0	140	0	0	0	140	0	Other	other	35	4	0.01134889754	17.0162948	4.233956078	7	3
yayılış	NOUN	5	0	5	0	0	0	5	0	Personality, Values & Behavior	appearance	4	3	0.001297016861	0.6077248144	2.862888216	7	3
yayım	NOUN	22	15	7	0	3	0	4	15	Literature & Publishing	publication	20	7	0.006485084306	2.673989183	3.446464801	5	2
yayımcı	NOUN	3	0	3	0	1	0	2	0	Literature & Publishing	publication	3	3	0.0009727626459	0.3646348887	2.686796957	7	3
yayımlamak	VERB	667	0	667	29	13	0	625	0	People & Relationships	sharing	218	60	0.07068741894	81.07049024	4.909513428	10	4
yayımlanmak	VERB	36	0	36	7	5	0	24	0	Literature & Publishing	publication	34	19	0.01102464332	4.375618664	3.652938689	11	4
yayın	NOUN	692	220	472	118	44	0	310	220	Arts, Media & Entertainment	television	291	64	0.09435797665	84.10911432	4.9254702	5	2
yayıncı	NOUN	40	1	39	27	1	0	11	1	Work & Economy	occupations	22	12	0.007133592737	4.861798515	3.697520822	7	3
yayınevi	NOUN	92	2	90	35	4	1	51	1	Literature & Publishing	printing	27	18	0.008754863813	11.18213659	4.053219914	8	4
yayınlamak	VERB	193	61	132	76	26	0	30	61	Literature & Publishing	printing	107	67	0.03469520104	23.45817784	4.372538695	10	4
yayınlanmak	VERB	38	15	23	17	3	0	3	15	Science & Technology	screen	28	21	0.009079118029	4.61870859	3.675801572	11	4
yaz	NOUN	4585	585	4000	343	3088	161	569	424	Time, Numbers & Measurement	seasons	638	41	0.2068741894	557.2836548	5.746171016	3	1
yazar	NOUN	1237	108	1129	527	366	7	236	101	Work & Economy	occupations	305	57	0.09889753567	150.3511191	5.17745761	5	2
yazarlık	NOUN	2	0	2	0	0	0	2	0	Work & Economy	occupations	1	2	0.0003242542153	0.2430899258	2.56185822	8	3
yazarçizer	NOUN	6	0	6	6	0	0	0	0	Work & Economy	occupations	6	1	0.001945525292	0.7292697773	2.929835005	10	4
yazarımsı	NOUN	1	0	1	1	0	0	0	0	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yazdırmak	VERB	136	42	94	48	18	2	28	40	Other	other	85	56	0.0275616083	16.53011495	4.221457533	9	3
Yazgan	PROPN	7	0	7	0	7	0	0	0	Other	other	4	1	0.001297016861	0.8508147402	2.987826952	6	2
yazgı	NOUN	12	3	9	9	0	0	0	3	History, Politics & Religion	religion	7	7	0.002269779507	1.458539555	3.198680318	5	2
yazlık	ADJ	87	24	63	22	19	6	22	18	Time, Numbers & Measurement	seasons	55	18	0.01783398184	10.57441177	4.029219637	6	2
yazma	ADJ	1	0	1	1	0	0	0	0	Education & Language	spelling	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yazma	NOUN	550	32	518	130	312	0	76	32	Literature & Publishing	publication	187	14	0.06063553826	66.84972959	4.825888564	5	2
yazmak	VERB	14584	2731	11853	2775	6784	112	2294	2619	Literature & Publishing	language and literature	1512	431	0.4902723735	1772.611739	6.248643399	6	2
yazman	NOUN	2	0	2	0	2	0	0	0	Work & Economy	occupations	1	1	0.0003242542153	0.2430899258	2.56185822	6	2
yazmanlık	NOUN	1	0	1	0	1	0	0	0	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
yazı	NOUN	5400	306	5094	937	2947	24	1210	282	Literature & Publishing	language and literature	658	101	0.2133592737	656.3427996	5.817211143	4	2
yazıcı	NOUN	288	21	267	33	22	6	212	15	Other	other	102	31	0.03307392996	35.00494931	4.545634808	6	3
Yazıcı	PROPN	5	0	5	5	0	0	0	0	Other	other	1	2	0.0003242542153	0.6077248144	2.862888216	6	3
Yazıcıoğlu	PROPN	2	0	2	0	0	0	2	0	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	10	5
yazıhane	NOUN	5	3	2	1	0	0	1	3	Work & Economy	occupations	3	4	0.0009727626459	0.6077248144	2.862888216	8	4
yazık	NOUN	813	388	425	313	28	0	84	388	Sound & Communication Phenomena	sounds	466	9	0.1511024643	98.81605483	4.99536137	5	2
yazılmak	VERB	252	25	227	43	135	0	49	25	Education & Language	spelling	119	59	0.03858625162	30.62933065	4.487857487	8	3
yazılı	ADJ	542	36	506	92	287	1	127	35	Education & Language	school	219	2	0.07101167315	65.87736988	4.819536795	6	3
yazılı	NOUN	21	1	20	12	2	0	6	1	Literature & Publishing	publication	19	11	0.006160830091	2.552444221	3.427159646	6	3
yazılım	NOUN	442	78	364	25	14	7	325	71	Science & Technology	computer	141	36	0.04571984436	53.7228736	4.731140692	7	3
yazılış	NOUN	114	0	114	3	105	0	6	0	Education & Language	spelling	29	12	0.009403372244	13.85612577	4.145434806	7	3
yazım	NOUN	320	6	314	14	284	2	16	4	Education & Language	spelling	60	13	0.01945525292	38.89438812	4.591241998	5	2
yazın	ADV	289	59	230	53	43	0	134	59	Time, Numbers & Measurement	seasons	195	1	0.06322957198	35.12649427	4.547134963	5	2
yazın	NOUN	3	1	2	1	1	1	0	0	Literature & Publishing	publication	3	2	0.0009727626459	0.3646348887	2.686796957	5	2
Yazır	NOUN	1	0	1	1	0	0	0	0	Places & Settlements	city	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
yazıt	NOUN	85	9	76	45	5	0	26	9	History, Politics & Religion	historical artifacts	26	27	0.008430609598	10.33132185	4.019235417	5	2
yazıvermek	VERB	4	2	2	2	0	0	0	2	Education & Language	spelling	4	4	0.001297016861	0.4861798515	2.78370697	10	4
yazışma	NOUN	9	2	7	2	0	0	5	2	Literature & Publishing	publication	6	5	0.001945525292	1.093904666	3.084736965	7	3
yazışmak	VERB	34	9	25	15	0	0	10	9	Other	other	27	20	0.008754863813	4.132528738	3.62880501	8	3
yağ	NOUN	1506	392	1114	215	335	41	564	351	Food & Nutrition	food and drinks	481	52	0.1559662776	183.0467141	5.262850218	3	1
yağcı	ADJ	6	1	5	1	0	0	4	1	Personality, Values & Behavior	morality	6	2	0.001945525292	0.7292697773	2.929835005	5	2
yağcı	NOUN	4	4	0	0	0	0	0	4	Personality, Values & Behavior	morality	3	2	0.0009727626459	0.4861798515	2.78370697	5	2
yağdırmak	VERB	103	52	51	50	0	1	1	51	Other	other	62	41	0.02010376135	12.51913118	4.101770305	9	3
yağhane	NOUN	1	0	1	0	0	0	1	0	Work & Economy	production	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
yağlamak	VERB	82	28	54	26	6	2	22	26	Other	other	59	39	0.0191309987	9.966686957	4.003815058	8	3
yağlı	ADJ	240	103	137	47	13	0	77	103	Food & Nutrition	dishes	130	3	0.04215304799	29.17079109	4.466754008	5	2
Yağlıdere	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yağlık	NOUN	1	1	0	0	0	0	0	1	Home & Domestic Life	kitchen utensils	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
yağma	NOUN	8	1	7	7	0	0	0	1	Violence & Conflict	violence	7	3	0.002269779507	0.9723597031	3.038979475	5	2
yağmacı	NOUN	4	2	2	2	0	0	0	2	Violence & Conflict	violence	3	3	0.0009727626459	0.4861798515	2.78370697	7	3
yağmak	VERB	1905	1081	824	356	195	80	273	1001	Earth, Geography & Natural Phenomena	natural phenomena	583	95	0.1890402075	231.5431543	5.364859862	6	2
yağmalamak	VERB	33	6	27	23	0	0	4	6	Personality, Values & Behavior	bullying	25	23	0.008106355383	4.010983775	3.616215882	10	4
yağmur	NOUN	3410	1040	2370	710	385	113	1275	927	Earth, Geography & Natural Phenomena	meteorology	826	65	0.2678339818	414.4683234	5.617618685	6	2
Yağmur	PROPN	110	70	40	7	12	0	21	70	Other	other	43	10	0.01394293126	13.36994592	4.130059944	6	2
yağmurlamak	VERB	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	weather	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
yağmurlu	ADJ	113	18	95	22	48	0	25	18	Earth, Geography & Natural Phenomena	weather	77	5	0.02496757458	13.73458081	4.141641817	8	3
yağmurluk	NOUN	25	4	21	6	6	2	9	2	Personal Care & Consumer Life	clothing	22	11	0.007133592737	3.038624072	3.499710313	9	3
yağsız	ADJ	15	9	6	1	1	0	4	9	Food & Nutrition	food and drinks	15	1	0.00486381323	1.823174443	3.288856948	6	2
yağıvermek	VERB	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	natural phenomena	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
yağız	ADJ	95	2	93	37	17	0	39	2	Personality, Values & Behavior	appearance	53	3	0.01718547341	11.54677147	4.067008198	5	2
Yağızhan	PROPN	2	1	1	0	0	0	1	1	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
yağış	NOUN	331	42	289	23	82	4	184	38	Earth, Geography & Natural Phenomena	natural phenomena	161	24	0.05220492866	40.23138271	4.605875049	5	2
yağışlı	ADJ	68	3	65	7	24	0	34	3	Earth, Geography & Natural Phenomena	weather	50	4	0.01621271077	8.265057476	3.923586056	7	3
yağışsız	ADJ	3	0	3	0	1	0	2	0	Earth, Geography & Natural Phenomena	weather	3	1	0.0009727626459	0.3646348887	2.686796957	8	3
yağışölçer	NOUN	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	weather	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
yaş	ADJ	3380	451	2929	573	298	78	2058	373	Time, Numbers & Measurement	time	690	54	0.2237354086	410.8219746	5.613782136	3	1
yaş	NOUN	2200	467	1733	758	501	30	474	437	Time, Numbers & Measurement	time	754	114	0.2444876783	267.3989183	5.427357008	3	1
yaşa	INTJ	2	1	1	1	0	0	0	1	Education & Language	fixed expressions	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
yaşam	NOUN	3448	224	3224	268	740	24	2216	200	Other	other	545	69	0.1767185473	419.087032	5.62243016	5	2
yaşama	NOUN	7	2	5	2	1	0	2	2	Health & Medicine	body	7	4	0.002269779507	0.8508147402	2.987826952	6	3
yaşamak	VERB	13819	3931	9888	3398	2012	174	4478	3757	Other	other	1841	436	0.5969520104	1679.629842	6.225245008	7	3
yaşambilim	NOUN	1	0	1	0	0	0	1	0	Science & Technology	science	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
yaşamsal	ADJ	64	0	64	4	15	0	45	0	Health & Medicine	body	40	1	0.01297016861	7.778877625	3.897650322	8	3
yaşamöykü	NOUN	1	0	1	0	0	0	1	0	Literature & Publishing	story	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yaşanmak	VERB	113	15	98	48	17	3	33	12	Health & Medicine	body	95	48	0.03080415045	13.73458081	4.141641817	8	3
yaşantı	NOUN	157	9	148	6	64	0	78	9	Other	other	93	27	0.03015564202	19.08255917	4.283394052	7	3
yaşarmak	VERB	79	13	66	31	24	0	11	13	Emotions & Mental Processes	emotions	55	21	0.01783398184	9.602052068	3.987826952	8	3
yaşartmak	VERB	2	2	0	0	0	0	0	2	Emotions & Mental Processes	emotions	2	1	0.0006485084306	0.2430899258	2.56185822	9	3
yaşasın	INTJ	23	3	20	11	8	0	1	3	Education & Language	fixed expressions	18	2	0.005836575875	2.795534146	3.464948207	7	3
yaşatmak	VERB	91	7	84	57	9	3	18	4	Health & Medicine	medicine	76	44	0.02464332036	11.06059162	4.048524793	8	3
yaşatmamak	VERB	4	0	4	3	0	0	1	0	Health & Medicine	body	4	1	0.001297016861	0.4861798515	2.78370697	10	4
yaşayabil	NOUN	2	1	1	0	0	0	1	1	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	9	4
yaşayabilmek	VERB	20	3	17	3	7	0	7	3	Health & Medicine	body	17	8	0.00551232166	2.430899258	3.40695626	12	5
yaşayış	NOUN	7	0	7	4	2	0	1	0	Home & Domestic Life	daily life	7	3	0.002269779507	0.8508147402	2.987826952	7	3
yaşdaş	ADJ	3	0	3	0	3	0	0	0	Other	other	1	1	0.0003242542153	0.3646348887	2.686796957	6	2
yaşlandırmak	VERB	2	1	1	1	0	0	0	1	Health & Medicine	body	2	2	0.0006485084306	0.2430899258	2.56185822	12	4
yaşlanma	NOUN	7	0	7	0	0	0	7	0	Health & Medicine	body	4	1	0.001297016861	0.8508147402	2.987826952	8	3
yaşlanmak	VERB	257	116	141	75	7	0	59	116	Health & Medicine	body	179	65	0.05804150454	31.23705546	4.496356671	9	3
yaşlı	ADJ	1889	575	1314	880	265	10	169	565	Health & Medicine	body	580	54	0.1880674449	229.5984349	5.36119877	5	2
yaşlıca	ADJ	1	0	1	1	0	0	0	0	Health & Medicine	body	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
yaşlılık	NOUN	3	0	3	2	0	0	1	0	Health & Medicine	body	2	2	0.0006485084306	0.3646348887	2.686796957	8	3
yaşmak	VERB	411	155	256	134	70	9	52	146	Personal Care & Consumer Life	accessories	307	67	0.0995460441	49.95497975	4.699634181	6	2
yaşça	ADV	14	2	12	9	2	0	1	2	Other	other	14	1	0.004539559014	1.70162948	3.260828224	5	2
yaşında	NOUN	159	23	136	54	12	0	70	23	Time, Numbers & Measurement	time	107	8	0.03469520104	19.3256491	4.288856948	7	3
yaşıt	ADJ	20	0	20	13	3	0	4	0	Time, Numbers & Measurement	time	17	4	0.00551232166	2.430899258	3.40695626	5	2
yaşıt	NOUN	79	16	63	17	3	2	43	14	Time, Numbers & Measurement	time	53	13	0.01718547341	9.602052068	3.987826952	5	2
yedek	ADJ	170	96	74	34	3	5	37	91	Other	other	111	2	0.0359922179	20.66264369	4.317733076	5	2
yedek	NOUN	59	29	30	17	1	1	12	28	Other	other	50	20	0.01621271077	7.17115281	3.862888216	5	2
yedeklemek	VERB	10	6	4	2	0	0	2	6	Science & Technology	computer	8	10	0.002594033722	1.215449629	3.126129651	10	4
yedi	ADJ	3	1	2	2	0	0	0	1	Time, Numbers & Measurement	numbers	3	3	0.0009727626459	0.3646348887	2.686796957	4	2
yedi	NOUN	54	6	48	26	8	0	14	6	Time, Numbers & Measurement	numbers	39	20	0.0126459144	6.563427996	3.825099655	4	2
yedigen	NOUN	2	0	2	0	0	0	2	0	Space, Shapes & Properties	geometrical shapes	1	2	0.0003242542153	0.2430899258	2.56185822	7	3
Yedigöl	PROPN	10	0	10	0	10	0	0	0	Other	other	4	1	0.001297016861	1.215449629	3.126129651	7	3
Yedikızkardeş	PROPN	2	0	2	0	0	0	2	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	13	5
yedili	NOUN	1	0	1	1	0	0	0	0	Time, Numbers & Measurement	numbers	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
yedinci	ADJ	5	3	2	2	0	0	0	3	Time, Numbers & Measurement	numbers	5	3	0.001621271077	0.6077248144	2.862888216	7	3
yedirmek	VERB	120	39	81	65	7	0	9	39	Food & Nutrition	food and drinks	99	63	0.03210116732	14.58539555	4.167522336	8	3
Yeditepe	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
yediveren	ADJ	1	0	1	1	0	0	0	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
yegâne	ADJ	22	7	15	13	2	0	0	7	Time, Numbers & Measurement	numbers	16	2	0.005188067445	2.673989183	3.446464801	6	2
yek	NOUN	324	306	18	0	11	0	7	306	Time, Numbers & Measurement	numbers	41	4	0.01329442283	39.38056797	4.596620326	3	1
yeke	NOUN	9	0	9	0	0	0	9	0	Earth, Geography & Natural Phenomena	sea	3	3	0.0009727626459	1.093904666	3.084736965	4	2
yeknesaklık	NOUN	1	0	1	1	0	0	0	0	Space, Shapes & Properties	patterns	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
yekpare	ADJ	4	2	2	1	1	0	0	2	Time, Numbers & Measurement	numbers	4	1	0.001297016861	0.4861798515	2.78370697	7	3
yeksan	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
yekvücut	NOUN	2	0	2	2	0	0	0	0	Personality, Values & Behavior	loyalty	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
yekün	NOUN	4	0	4	4	0	0	0	0	Time, Numbers & Measurement	units of measurement	3	3	0.0009727626459	0.4861798515	2.78370697	5	2
yel	NOUN	277	59	218	135	44	1	39	58	Earth, Geography & Natural Phenomena	weather	120	16	0.03891050584	33.66795472	4.528781761	3	1
